,class,gt_id,start,end
136,root--medical_tools--big_medical_tools--t_other--defibrilator,"{160, 16}",3,217
137,root--medical_tools--big_medical_tools--t_other--medical_bag,{141},3,217
138,root--medical_tools--big_medical_tools--t_other--medical_bag_door,{143},3,217
139,root--medical_tools--big_medical_tools--t_other--medical_winch,{131},3,217
140,root--medical_tools--big_medical_tools--t_other--operating_lamp,{22},3,217
141,root--medical_tools--big_medical_tools--t_other--surgical_sink,{64},3,217
142,root--medical_tools--big_medical_tools--support--hospital_wall_mount,{123},3,217
143,root--medical_tools--big_medical_tools--support--medical_air_compressor,{103},3,217
144,root--medical_tools--big_medical_tools--support--medical_lamp,{72},3,217
145,root--medical_tools--big_medical_tools--support--x_ray_wall_stand,{192},3,217
146,root--medical_tools--big_medical_tools--support--camera_stand,{62},3,217
147,root--medical_tools--big_medical_tools--support--monitor_pandent,"{24, 75, 190}",3,217
148,root--store--shelf_and_trolley--trolley,{},4,217
149,root--store--shelf_and_trolley--shelf,{},4,217
150,root--store--shelf_and_trolley--station,{},4,217
151,root--store--shelf_and_trolley--trolley--cart_door,{135},4,217
152,root--store--shelf_and_trolley--trolley--surgical_drawer,{45},4,217
153,root--store--shelf_and_trolley--shelf--normal_shelf,{67},4,217
154,root--store--shelf_and_trolley--shelf--simple_surgical_shelf,"{8, 106}",4,217
155,root--store--shelf_and_trolley--shelf--stand_shelf,{147},4,217
156,root--store--shelf_and_trolley--shelf--storage_shelf,{112},4,217
157,root--store--shelf_and_trolley--shelf--surgical_shelf,"{11, 47}",4,217
158,root--store--shelf_and_trolley--station--doc_station,{208},4,217
159,root--store--shelf_and_trolley--trolley--hospital_cart,{136},4,217
160,root--store--shelf_and_trolley--trolley--surgical_cart,{58},4,217
161,root--store--shelf_and_trolley--trolley--surgical_trolley,"{23, 191}",4,217
162,root--store--table_and_cabinet--table,{},5,217
163,root--store--table_and_cabinet--cabinet,{},5,217
164,root--store--table_and_cabinet--cabinet_door,{},5,217
165,root--store--table_and_cabinet--table--leaf_table,{132},5,217
166,root--store--table_and_cabinet--table--side_table,"{129, 202}",5,217
167,root--store--table_and_cabinet--table--normal_table,{78},5,217
168,root--store--table_and_cabinet--table--wide_table,{138},5,217
169,root--store--table_and_cabinet--cabinet--bedside_table,{210},5,217
170,root--store--table_and_cabinet--cabinet--normal_cabinet,"{59, 164}",5,217
171,root--store--table_and_cabinet--cabinet--nightstand,{167},5,217
172,root--store--table_and_cabinet--cabinet_door--normal_cabinet_door,{99},5,217
173,root--store--table_and_cabinet--cabinet_door--cabinet_wall_door,{107},5,217
174,root--store--table_and_cabinet--cabinet_door--glass_cabinet_door,{157},5,217
175,root--store--table_and_cabinet--cabinet_door--table_door,{162},5,217
176,root--store--table_and_cabinet--cabinet--strerilizing_chamber,{65},5,217
177,root--store--table_and_cabinet--cabinet--surgical_storage_cabinet,"{194, 20, 21}",5,217
178,root--medical_tools--small_medical_tools--containers_and_trays,{},6,217
179,root--medical_tools--small_medical_tools--dental_tools,{},6,217
180,root--medical_tools--small_medical_tools--diagnostic_tools,{},6,217
181,root--medical_tools--small_medical_tools--containers_and_trays--package,{69},6,217
182,root--medical_tools--small_medical_tools--containers_and_trays--surgical_bowl,{108},6,217
183,root--medical_tools--small_medical_tools--containers_and_trays--surgical_tray,"{44, 199}",6,217
184,root--medical_tools--small_medical_tools--dental_tools--eye_stretcher,{215},6,217
185,root--medical_tools--small_medical_tools--diagnostic_tools--lab_tripod,{109},6,217
186,root--medical_tools--small_medical_tools--diagnostic_tools--sphygmomanometer,{144},6,217
187,root--medical_tools--small_medical_tools--diagnostic_tools--stethoscope,{94},6,217
188,root--medical_tools--small_medical_tools--diagnostic_tools--tablet,{166},6,217
189,root--medical_tools--small_medical_tools--medical_syrup,{76},6,217
190,root--medical_tools--small_medical_tools--protective_and_absorptive,{},7,217
191,root--medical_tools--small_medical_tools--grasping_and_holding,{},7,217
192,root--medical_tools--small_medical_tools--grasping_and_holding--clamp,"{0, 145, 5, 39}",7,217
193,root--medical_tools--small_medical_tools--grasping_and_holding--cutting_tools,"{1, 3, 195, 197, 41, 10, 148}",7,217
194,root--medical_tools--small_medical_tools--grasping_and_holding--tubular_delivery_device,"{207, 4, 79}",7,217
195,root--medical_tools--small_medical_tools--protective_and_absorptive--bandage,{74},7,217
196,root--medical_tools--small_medical_tools--protective_and_absorptive--pad,{139},7,217
197,root--medical_tools--small_medical_tools--protective_and_absorptive--surgical_paper,{146},7,217
198,root--medical_tools--small_medical_tools--protective_and_absorptive--towel,{6},7,217
199,root--medical_tools--small_medical_tools--diagnostic_tools--serum_stand,"{9, 63}",7,217
200,root--medical_tools--small_medical_tools--diagnostic_tools--short_stand,"{13, 77}",7,217
201,root--ignore,"{154, 43, 171, 173, 174, 179, 51, 52, 181, 54, 56, 184, 55, 187, 188, 61, 53, 57, 196, 203, 206, 80, 81, 111, 115, 118, 255}",0,217
