,class,gt_id,start,end
143,root--store--shelf_and_trolley--trolley--cart_door,{135},2,217
144,root--store--shelf_and_trolley--trolley--surgical_drawer,{45},2,217
145,root--store--shelf_and_trolley--shelf,{},3,217
146,root--store--shelf_and_trolley--station,{},3,217
147,root--medical_tools--small_medical_tools,{},3,217
148,root--medical_tools--small_medical_tools--containers_and_trays,{},3,217
149,root--medical_tools--small_medical_tools--dental_tools,{},3,217
150,root--medical_tools--small_medical_tools--diagnostic_tools,{},3,217
151,root--medical_tools--small_medical_tools--grasping_and_holding,{},3,217
152,root--medical_tools--small_medical_tools--protective_and_absorptive,{},3,217
153,root--store--table_and_cabinet,{},3,217
154,root--store--table_and_cabinet--cabinet,{},3,217
155,root--store--table_and_cabinet--cabinet_door,{},3,217
156,root--store--table_and_cabinet--table,{},3,217
157,root--store--shelf_and_trolley--shelf--normal_shelf,{67},3,217
158,root--store--shelf_and_trolley--shelf--simple_surgical_shelf,"{8, 106}",3,217
159,root--store--shelf_and_trolley--shelf--stand_shelf,{147},3,217
160,root--store--shelf_and_trolley--shelf--storage_shelf,{112},3,217
161,root--store--shelf_and_trolley--shelf--surgical_shelf,"{11, 47}",3,217
162,root--store--shelf_and_trolley--station--doc_station,{208},3,217
163,root--store--shelf_and_trolley--trolley--hospital_cart,{136},3,217
164,root--store--shelf_and_trolley--trolley--surgical_cart,{58},3,217
165,root--store--shelf_and_trolley--trolley--surgical_trolley,"{23, 191}",3,217
166,root--medical_tools--small_medical_tools--containers_and_trays--package,{69},3,217
167,root--medical_tools--small_medical_tools--containers_and_trays--surgical_bowl,{108},3,217
168,root--medical_tools--small_medical_tools--containers_and_trays--surgical_tray,"{44, 199}",3,217
169,root--medical_tools--small_medical_tools--dental_tools--eye_stretcher,{215},3,217
170,root--medical_tools--small_medical_tools--diagnostic_tools--lab_tripod,{109},3,217
171,root--medical_tools--small_medical_tools--diagnostic_tools--sphygmomanometer,{144},3,217
172,root--medical_tools--small_medical_tools--diagnostic_tools--stethoscope,{94},3,217
173,root--medical_tools--small_medical_tools--diagnostic_tools--tablet,{166},3,217
174,root--medical_tools--small_medical_tools--grasping_and_holding--clamp,"{0, 145, 5, 39}",3,217
175,root--medical_tools--small_medical_tools--grasping_and_holding--cutting_tools,"{1, 3, 195, 197, 41, 10, 148}",3,217
176,root--medical_tools--small_medical_tools--grasping_and_holding--tubular_delivery_device,"{207, 4, 79}",3,217
177,root--medical_tools--small_medical_tools--medical_syrup,{76},3,217
178,root--medical_tools--small_medical_tools--protective_and_absorptive--bandage,{74},3,217
179,root--medical_tools--small_medical_tools--protective_and_absorptive--pad,{139},3,217
180,root--medical_tools--small_medical_tools--protective_and_absorptive--surgical_paper,{146},3,217
181,root--medical_tools--small_medical_tools--protective_and_absorptive--towel,{6},3,217
182,root--medical_tools--big_medical_tools--support--camera_stand,{62},3,217
183,root--medical_tools--big_medical_tools--support--monitor_pandent,"{24, 75, 190}",3,217
184,root--medical_tools--small_medical_tools--diagnostic_tools--serum_stand,"{9, 63}",3,217
185,root--medical_tools--big_medical_tools--support--x_ray_wall_stand,{192},3,217
186,root--misc--interior--furniture--clothes_stand,{86},3,217
187,root--medical_tools--small_medical_tools--diagnostic_tools--short_stand,"{13, 77}",3,217
188,root--store--table_and_cabinet--cabinet--bedside_table,{210},3,217
189,root--store--table_and_cabinet--cabinet--normal_cabinet,"{59, 164}",3,217
190,root--store--table_and_cabinet--cabinet--nightstand,{167},3,217
191,root--store--table_and_cabinet--cabinet_door--normal_cabinet_door,{99},3,217
192,root--store--table_and_cabinet--cabinet_door--cabinet_wall_door,{107},3,217
193,root--store--table_and_cabinet--cabinet_door--glass_cabinet_door,{157},3,217
194,root--store--table_and_cabinet--cabinet_door--table_door,{162},3,217
195,root--store--table_and_cabinet--cabinet--strerilizing_chamber,{65},3,217
196,root--store--table_and_cabinet--cabinet--surgical_storage_cabinet,"{194, 20, 21}",3,217
197,root--store--table_and_cabinet--table--leaf_table,{132},3,217
198,root--store--table_and_cabinet--table--side_table,"{129, 202}",3,217
199,root--store--table_and_cabinet--table--normal_table,{78},3,217
200,root--store--table_and_cabinet--table--wide_table,{138},3,217
201,root--ignore,"{154, 43, 171, 173, 174, 179, 51, 52, 181, 54, 56, 55, 57, 187, 188, 61, 53, 184, 196, 203, 206, 80, 81, 111, 115, 118, 255}",0,217
