,class,gt_id,start,end
93,room--openings--door,{36},2,217
94,room--openings--window,{70},2,217
95,room--structure--ceiling,{28},2,217
96,room--structure--floor,{26},2,217
97,room--structure--wall,{25},2,217
98,shelf_and_trolley--door--cart_door,{135},2,217
99,shelf_and_trolley--drawer--surgical_drawer,{45},2,217
100,shelf_and_trolley--shelf--shelf,{67},3,217
101,shelf_and_trolley--shelf--simple_surgical_shelf,"{8, 106}",3,217
102,shelf_and_trolley--shelf--stand_shelf,{147},3,217
103,shelf_and_trolley--shelf--storage_shelf,{112},3,217
104,shelf_and_trolley--shelf--surgical_shelf,"{11, 47}",3,217
105,shelf_and_trolley--station--doc_station,{208},3,217
106,shelf_and_trolley--trolley--hospital_cart,{136},3,217
107,shelf_and_trolley--trolley--surgical_cart,{58},3,217
108,shelf_and_trolley--trolley--surgical_trolley,"{191, 23}",3,217
109,small_medical_tools--containers_and_trays--package,{69},3,217
110,small_medical_tools--containers_and_trays--surgical_bowl,{108},3,217
111,small_medical_tools--containers_and_trays--surgical_tray,"{44, 199}",3,217
112,small_medical_tools--dental_tools--eye_stretcher,{215},3,217
113,small_medical_tools--diagnostic_tools--lab_tripod,{109},3,217
114,small_medical_tools--diagnostic_tools--sphygmomanometer,{144},3,217
115,small_medical_tools--diagnostic_tools--stethoscope,{94},3,217
116,small_medical_tools--diagnostic_tools--tablet,{166},3,217
117,small_medical_tools--grasping_and_holding--clamp,"{0, 145, 5, 39}",3,217
118,small_medical_tools--grasping_and_holding--cutting_tools,"{1, 3, 195, 197, 41, 10, 148}",3,217
119,small_medical_tools--injection_and_fluid_delivery--tubular_delivery_device,"{4, 79, 207}",3,217
120,small_medical_tools--miscellaneous--medical_syrup,{76},3,217
121,small_medical_tools--protective_and_absorptive--bandage,{74},3,217
122,small_medical_tools--protective_and_absorptive--pad,{139},3,217
123,small_medical_tools--protective_and_absorptive--surgical_paper,{146},3,217
124,small_medical_tools--protective_and_absorptive--towel,{6},3,217
125,stand--equipment--camera_stand,{62},3,217
126,stand--equipment--monitor_pandent,"{24, 75, 190}",3,217
127,stand--equipment--serum_stand,"{9, 63}",3,217
128,stand--equipment--x_ray_wall_stand,{192},3,217
129,stand--other--clothes_stand,{86},3,217
130,stand--short--short_stand,"{77, 13}",3,217
131,table_and_cabinet--cabinet--bedside_table,{210},3,217
132,table_and_cabinet--cabinet--cabinet,"{59, 164}",3,217
133,table_and_cabinet--cabinet--nightstand,{167},3,217
134,table_and_cabinet--cabinet_door--cabinet_door,{99},3,217
135,table_and_cabinet--cabinet_door--cabinet_wall_door,{107},3,217
136,table_and_cabinet--cabinet_door--glass_cabinet_door,{157},3,217
137,table_and_cabinet--cabinet_door--table_door,{162},3,217
138,table_and_cabinet--other--strerilizing_chamber,{65},3,217
139,table_and_cabinet--other--surgical_storage_cabinet,"{194, 20, 21}",3,217
140,table_and_cabinet--table--leaf_table,{132},3,217
141,table_and_cabinet--table--side_table,"{129, 202}",3,217
142,table_and_cabinet--table--table,{78},3,217
143,table_and_cabinet--table--wide_table,{138},3,217
255,ignore,"{179, 154, 43, 171, 173, 174, 51, 52, 181, 54, 55, 184, 57, 56, 187, 188, 53, 61, 196, 203, 206, 80, 81, 111, 115, 118, 255}",0,217
